rawName,canonicalName,confidenceScore,algorithm,timestamp
Pinecone Labs #545,Pinecone,0.88,Fuzzy Token Match,2026-08-16T15:06:54.012181Z
"Weaviate, Inc. Labs #546",Weaviate,0.88,Fuzzy Token Match,2026-08-16T15:06:54.012198Z
Qdrant Labs #547,Qdrant,0.88,Fuzzy Token Match,2026-08-16T15:06:54.012214Z
Chroma Labs #548,Chroma,0.88,Fuzzy Token Match,2026-08-16T15:06:54.012231Z
LangChain Labs #549,LangChain,0.88,Fuzzy Token Match,2026-08-16T15:06:54.012246Z
LLAMAINDEX AI Labs #550,LlamaIndex,0.88,Fuzzy Token Match,2026-08-16T15:06:54.012265Z
Weights & Biases Labs #551,Weights & Biases Labs #551,0.75,Normalized Capitalization,2026-08-16T15:06:54.012289Z
Replicate Labs #552,Replicate,0.88,Fuzzy Token Match,2026-08-16T15:06:54.012306Z
"EleutherAI, Inc. Labs #553",EleutherAI,0.88,Fuzzy Token Match,2026-08-16T15:06:54.012323Z
Groq Labs #554,Groq,0.88,Fuzzy Token Match,2026-08-16T15:06:54.012340Z
SambaNova Labs #555,SambaNova,0.88,Fuzzy Token Match,2026-08-16T15:06:54.012356Z
Cerebras Systems Labs #556,Cerebras Systems,0.88,Fuzzy Token Match,2026-08-16T15:06:54.012374Z
Etched Labs #557,Etched,0.88,Fuzzy Token Match,2026-08-16T15:06:54.012390Z
Cognition AI Labs #558,Cognition AI,0.88,Fuzzy Token Match,2026-08-16T15:06:54.012411Z
Harvey AI PBC Labs #559,Harvey AI,0.88,Fuzzy Token Match,2026-08-16T15:06:54.012433Z
"Synthesia, Inc. Labs #560",Synthesia,0.88,Fuzzy Token Match,2026-08-16T15:06:54.012460Z
ELEVENLABS AI Labs #561,ElevenLabs,0.88,Fuzzy Token Match,2026-08-16T15:06:54.012479Z
OpenAI Labs #562,OpenAI,0.88,Fuzzy Token Match,2026-08-16T15:06:54.012492Z
Anthropic Labs #563,Anthropic,0.88,Fuzzy Token Match,2026-08-16T15:06:54.012505Z
Cohere Labs #564,Cohere,0.88,Fuzzy Token Match,2026-08-16T15:06:54.012518Z
Mistral AI Labs #565,Mistral AI,0.88,Fuzzy Token Match,2026-08-16T15:06:54.012534Z
Stability AI Labs #566,Stability AI,0.88,Fuzzy Token Match,2026-08-16T15:06:54.012547Z
"Hugging Face, Inc. Labs #567",Hugging Face,0.88,Fuzzy Token Match,2026-08-16T15:06:54.012563Z
Midjourney Labs #568,Midjourney,0.88,Fuzzy Token Match,2026-08-16T15:06:54.012576Z
Runway Labs #569,Runway,0.88,Fuzzy Token Match,2026-08-16T15:06:54.012589Z
Scale AI Labs #570,Scale AI,0.88,Fuzzy Token Match,2026-08-16T15:06:54.012603Z
Perplexity AI Labs #571,Perplexity AI,0.88,Fuzzy Token Match,2026-08-16T15:06:54.012617Z
GLEAN AI Labs #572,Glean,0.88,Fuzzy Token Match,2026-08-16T15:06:54.012632Z
Adept AI Labs #573,Adept AI,0.88,Fuzzy Token Match,2026-08-16T15:06:54.012650Z
"Character.ai, Inc. Labs #574","Character.ai, Inc. Labs #574",0.75,Normalized Capitalization,2026-08-16T15:06:54.012674Z
Together AI Labs #575,Together AI,0.88,Fuzzy Token Match,2026-08-16T15:06:54.012691Z
Anyscale Labs #576,Scale AI,0.88,Fuzzy Token Match,2026-08-16T15:06:54.012707Z
Inflection AI Labs #577,Inflection AI,0.88,Fuzzy Token Match,2026-08-16T15:06:54.012722Z
Pinecone Labs #578,Pinecone,0.88,Fuzzy Token Match,2026-08-16T15:06:54.012737Z
Weaviate Labs #579,Weaviate,0.88,Fuzzy Token Match,2026-08-16T15:06:54.012752Z
Qdrant Labs #580,Qdrant,0.88,Fuzzy Token Match,2026-08-16T15:06:54.012766Z
"Chroma, Inc. Labs #581",Chroma,0.88,Fuzzy Token Match,2026-08-16T15:06:54.012796Z
LangChain Labs #582,LangChain,0.88,Fuzzy Token Match,2026-08-16T15:06:54.012813Z
LLAMAINDEX AI Labs #583,LlamaIndex,0.88,Fuzzy Token Match,2026-08-16T15:06:54.012830Z
Weights & Biases Labs #584,Weights & Biases Labs #584,0.75,Normalized Capitalization,2026-08-16T15:06:54.012852Z
Replicate PBC Labs #585,Replicate,0.88,Fuzzy Token Match,2026-08-16T15:06:54.012871Z
EleutherAI Labs #586,EleutherAI,0.88,Fuzzy Token Match,2026-08-16T15:06:54.012887Z
Groq Labs #587,Groq,0.88,Fuzzy Token Match,2026-08-16T15:06:54.012903Z
"SambaNova, Inc. Labs #588",SambaNova,0.88,Fuzzy Token Match,2026-08-16T15:06:54.012922Z
Cerebras Systems Labs #589,Cerebras Systems,0.88,Fuzzy Token Match,2026-08-16T15:06:54.012947Z
Etched Labs #590,Etched,0.88,Fuzzy Token Match,2026-08-16T15:06:54.012964Z
Cognition AI Labs #591,Cognition AI,0.88,Fuzzy Token Match,2026-08-16T15:06:54.012982Z
Harvey AI Labs #592,Harvey AI,0.88,Fuzzy Token Match,2026-08-16T15:06:54.012999Z
Synthesia Labs #593,Synthesia,0.88,Fuzzy Token Match,2026-08-16T15:06:54.013018Z
ELEVENLABS AI Labs #594,ElevenLabs,0.88,Fuzzy Token Match,2026-08-16T15:06:54.013087Z
"OpenAI, Inc. Labs #595",OpenAI,0.88,Fuzzy Token Match,2026-08-16T15:06:54.013102Z
Anthropic Labs #596,Anthropic,0.88,Fuzzy Token Match,2026-08-16T15:06:54.013114Z
Cohere Labs #597,Cohere,0.88,Fuzzy Token Match,2026-08-16T15:06:54.013133Z
Mistral AI PBC Labs #598,Mistral AI,0.88,Fuzzy Token Match,2026-08-16T15:06:54.013148Z
Stability AI Labs #599,Stability AI,0.88,Fuzzy Token Match,2026-08-16T15:06:54.013162Z
Hugging Face Labs #600,Hugging Face,0.88,Fuzzy Token Match,2026-08-16T15:06:54.013176Z
Midjourney Labs #601,Midjourney,0.88,Fuzzy Token Match,2026-08-16T15:06:54.013189Z
"Runway, Inc. Labs #602",Runway,0.88,Fuzzy Token Match,2026-08-16T15:06:54.013204Z
Scale AI Labs #603,Scale AI,0.88,Fuzzy Token Match,2026-08-16T15:06:54.013219Z
Perplexity AI Labs #604,Perplexity AI,0.88,Fuzzy Token Match,2026-08-16T15:06:54.013233Z
GLEAN AI Labs #605,Glean,0.88,Fuzzy Token Match,2026-08-16T15:06:54.013251Z
Adept AI Labs #606,Adept AI,0.88,Fuzzy Token Match,2026-08-16T15:06:54.013265Z
Character.ai Labs #607,Character.ai Labs #607,0.75,Normalized Capitalization,2026-08-16T15:06:54.013287Z
Together AI Labs #608,Together AI,0.88,Fuzzy Token Match,2026-08-16T15:06:54.013306Z
"Anyscale, Inc. Labs #609",Scale AI,0.88,Fuzzy Token Match,2026-08-16T15:06:54.013322Z
Inflection AI Labs #610,Inflection AI,0.88,Fuzzy Token Match,2026-08-16T15:06:54.013338Z
Pinecone PBC Labs #611,Pinecone,0.88,Fuzzy Token Match,2026-08-16T15:06:54.013360Z
Weaviate Labs #612,Weaviate,0.88,Fuzzy Token Match,2026-08-16T15:06:54.013375Z
Qdrant Labs #613,Qdrant,0.88,Fuzzy Token Match,2026-08-16T15:06:54.013393Z
Chroma Labs #614,Chroma,0.88,Fuzzy Token Match,2026-08-16T15:06:54.013408Z
LangChain Labs #615,LangChain,0.88,Fuzzy Token Match,2026-08-16T15:06:54.013423Z
"LlamaIndex, Inc. Labs #616",LlamaIndex,0.88,Fuzzy Token Match,2026-08-16T15:06:54.013439Z
Weights & Biases Labs #617,Weights & Biases Labs #617,0.75,Normalized Capitalization,2026-08-16T15:06:54.013462Z
Replicate Labs #618,Replicate,0.88,Fuzzy Token Match,2026-08-16T15:06:54.013478Z
EleutherAI Labs #619,EleutherAI,0.88,Fuzzy Token Match,2026-08-16T15:06:54.013495Z
Groq Labs #620,Groq,0.88,Fuzzy Token Match,2026-08-16T15:06:54.013511Z
SambaNova Labs #621,SambaNova,0.88,Fuzzy Token Match,2026-08-16T15:06:54.013532Z
Cerebras Systems Labs #622,Cerebras Systems,0.88,Fuzzy Token Match,2026-08-16T15:06:54.013550Z
"Etched, Inc. Labs #623",Etched,0.88,Fuzzy Token Match,2026-08-16T15:06:54.013569Z
Cognition AI PBC Labs #624,Cognition AI,0.88,Fuzzy Token Match,2026-08-16T15:06:54.013588Z
Harvey AI Labs #625,Harvey AI,0.88,Fuzzy Token Match,2026-08-16T15:06:54.013605Z
Synthesia Labs #626,Synthesia,0.88,Fuzzy Token Match,2026-08-16T15:06:54.013621Z
ELEVENLABS AI Labs #627,ElevenLabs,0.88,Fuzzy Token Match,2026-08-16T15:06:54.013643Z
OpenAI Labs #628,OpenAI,0.88,Fuzzy Token Match,2026-08-16T15:06:54.013655Z
Anthropic Labs #629,Anthropic,0.88,Fuzzy Token Match,2026-08-16T15:06:54.013671Z
"Cohere, Inc. Labs #630",Cohere,0.88,Fuzzy Token Match,2026-08-16T15:06:54.013685Z
Mistral AI Labs #631,Mistral AI,0.88,Fuzzy Token Match,2026-08-16T15:06:54.013698Z
Stability AI Labs #632,Stability AI,0.88,Fuzzy Token Match,2026-08-16T15:06:54.013712Z
Hugging Face Labs #633,Hugging Face,0.88,Fuzzy Token Match,2026-08-16T15:06:54.013727Z
Midjourney Labs #634,Midjourney,0.88,Fuzzy Token Match,2026-08-16T15:06:54.013741Z
Runway Labs #635,Runway,0.88,Fuzzy Token Match,2026-08-16T15:06:54.013753Z
Scale AI Labs #636,Scale AI,0.88,Fuzzy Token Match,2026-08-16T15:06:54.013768Z
"Perplexity AI, Inc. Labs #637",Perplexity AI,0.88,Fuzzy Token Match,2026-08-16T15:06:54.013797Z
GLEAN AI Labs #638,Glean,0.88,Fuzzy Token Match,2026-08-16T15:06:54.013827Z
Adept AI Labs #639,Adept AI,0.88,Fuzzy Token Match,2026-08-16T15:06:54.013861Z
Character.ai Labs #640,Character.ai Labs #640,0.75,Normalized Capitalization,2026-08-16T15:06:54.013893Z
Together AI Labs #641,Together AI,0.88,Fuzzy Token Match,2026-08-16T15:06:54.013910Z
Anyscale Labs #642,Scale AI,0.88,Fuzzy Token Match,2026-08-16T15:06:54.013926Z
Inflection AI Labs #643,Inflection AI,0.88,Fuzzy Token Match,2026-08-16T15:06:54.013946Z
"Pinecone, Inc. Labs #644",Pinecone,0.88,Fuzzy Token Match,2026-08-16T15:06:54.013968Z
Weaviate Labs #645,Weaviate,0.88,Fuzzy Token Match,2026-08-16T15:06:54.013988Z
Qdrant Labs #646,Qdrant,0.88,Fuzzy Token Match,2026-08-16T15:06:54.014003Z
Chroma Labs #647,Chroma,0.88,Fuzzy Token Match,2026-08-16T15:06:54.014019Z
LangChain Labs #648,LangChain,0.88,Fuzzy Token Match,2026-08-16T15:06:54.014035Z
LLAMAINDEX AI Labs #649,LlamaIndex,0.88,Fuzzy Token Match,2026-08-16T15:06:54.014056Z
Weights & Biases PBC Labs #650,Weights & Biases Pbc Labs #650,0.75,Normalized Capitalization,2026-08-16T15:06:54.014101Z
"Replicate, Inc. Labs #651",Replicate,0.88,Fuzzy Token Match,2026-08-16T15:06:54.014135Z
EleutherAI Labs #652,EleutherAI,0.88,Fuzzy Token Match,2026-08-16T15:06:54.014156Z
Groq Labs #653,Groq,0.88,Fuzzy Token Match,2026-08-16T15:06:54.014176Z
SambaNova Labs #654,SambaNova,0.88,Fuzzy Token Match,2026-08-16T15:06:54.014193Z
Cerebras Systems Labs #655,Cerebras Systems,0.88,Fuzzy Token Match,2026-08-16T15:06:54.014211Z
Etched Labs #656,Etched,0.88,Fuzzy Token Match,2026-08-16T15:06:54.014227Z
Cognition AI Labs #657,Cognition AI,0.88,Fuzzy Token Match,2026-08-16T15:06:54.014245Z
"Harvey AI, Inc. Labs #658",Harvey AI,0.88,Fuzzy Token Match,2026-08-16T15:06:54.014265Z
Synthesia Labs #659,Synthesia,0.88,Fuzzy Token Match,2026-08-16T15:06:54.014282Z
ELEVENLABS AI Labs #660,ElevenLabs,0.88,Fuzzy Token Match,2026-08-16T15:06:54.014303Z
OpenAI Labs #661,OpenAI,0.88,Fuzzy Token Match,2026-08-16T15:06:54.014317Z
Anthropic Labs #662,Anthropic,0.88,Fuzzy Token Match,2026-08-16T15:06:54.014330Z
Cohere PBC Labs #663,Cohere,0.88,Fuzzy Token Match,2026-08-16T15:06:54.014344Z
Mistral AI Labs #664,Mistral AI,0.88,Fuzzy Token Match,2026-08-16T15:06:54.014358Z
"Stability AI, Inc. Labs #665",Stability AI,0.88,Fuzzy Token Match,2026-08-16T15:06:54.014373Z
Hugging Face Labs #666,Hugging Face,0.88,Fuzzy Token Match,2026-08-16T15:06:54.014386Z
Midjourney Labs #667,Midjourney,0.88,Fuzzy Token Match,2026-08-16T15:06:54.014400Z
Runway Labs #668,Runway,0.88,Fuzzy Token Match,2026-08-16T15:06:54.014415Z
Scale AI Labs #669,Scale AI,0.88,Fuzzy Token Match,2026-08-16T15:06:54.014443Z
Perplexity AI Labs #670,Perplexity AI,0.88,Fuzzy Token Match,2026-08-16T15:06:54.014476Z
GLEAN AI Labs #671,Glean,0.88,Fuzzy Token Match,2026-08-16T15:06:54.014498Z
"Adept AI, Inc. Labs #672",Adept AI,0.88,Fuzzy Token Match,2026-08-16T15:06:54.014514Z
Character.ai Labs #673,Character.ai Labs #673,0.75,Normalized Capitalization,2026-08-16T15:06:54.014535Z
Together AI Labs #674,Together AI,0.88,Fuzzy Token Match,2026-08-16T15:06:54.014580Z
Anyscale Labs #675,Scale AI,0.88,Fuzzy Token Match,2026-08-16T15:06:54.014594Z
Inflection AI PBC Labs #676,Inflection AI,0.88,Fuzzy Token Match,2026-08-16T15:06:54.014610Z
Pinecone Labs #677,Pinecone,0.88,Fuzzy Token Match,2026-08-16T15:06:54.014628Z
Weaviate Labs #678,Weaviate,0.88,Fuzzy Token Match,2026-08-16T15:06:54.014645Z
"Qdrant, Inc. Labs #679",Qdrant,0.88,Fuzzy Token Match,2026-08-16T15:06:54.014667Z
Chroma Labs #680,Chroma,0.88,Fuzzy Token Match,2026-08-16T15:06:54.014694Z
LangChain Labs #681,LangChain,0.88,Fuzzy Token Match,2026-08-16T15:06:54.014722Z
LLAMAINDEX AI Labs #682,LlamaIndex,0.88,Fuzzy Token Match,2026-08-16T15:06:54.014750Z
Weights & Biases Labs #683,Weights & Biases Labs #683,0.75,Normalized Capitalization,2026-08-16T15:06:54.014774Z
Replicate Labs #684,Replicate,0.88,Fuzzy Token Match,2026-08-16T15:06:54.014800Z
EleutherAI Labs #685,EleutherAI,0.88,Fuzzy Token Match,2026-08-16T15:06:54.014821Z
"Groq, Inc. Labs #686",Groq,0.88,Fuzzy Token Match,2026-08-16T15:06:54.014838Z
SambaNova Labs #687,SambaNova,0.88,Fuzzy Token Match,2026-08-16T15:06:54.014855Z
Cerebras Systems Labs #688,Cerebras Systems,0.88,Fuzzy Token Match,2026-08-16T15:06:54.014873Z
Etched PBC Labs #689,Etched,0.88,Fuzzy Token Match,2026-08-16T15:06:54.014891Z
Cognition AI Labs #690,Cognition AI,0.88,Fuzzy Token Match,2026-08-16T15:06:54.014908Z
Harvey AI Labs #691,Harvey AI,0.88,Fuzzy Token Match,2026-08-16T15:06:54.014926Z
Synthesia Labs #692,Synthesia,0.88,Fuzzy Token Match,2026-08-16T15:06:54.014947Z
"ElevenLabs, Inc. Labs #693",ElevenLabs,0.88,Fuzzy Token Match,2026-08-16T15:06:54.014971Z
OpenAI Labs #694,OpenAI,0.88,Fuzzy Token Match,2026-08-16T15:06:54.014988Z
Anthropic Labs #695,Anthropic,0.88,Fuzzy Token Match,2026-08-16T15:06:54.015003Z
Cohere Labs #696,Cohere,0.88,Fuzzy Token Match,2026-08-16T15:06:54.015016Z
Mistral AI Labs #697,Mistral AI,0.88,Fuzzy Token Match,2026-08-16T15:06:54.015029Z
Stability AI Labs #698,Stability AI,0.88,Fuzzy Token Match,2026-08-16T15:06:54.015043Z
Hugging Face Labs #699,Hugging Face,0.88,Fuzzy Token Match,2026-08-16T15:06:54.015057Z
"Midjourney, Inc. Labs #700",Midjourney,0.88,Fuzzy Token Match,2026-08-16T15:06:54.015074Z
Runway Labs #701,Runway,0.88,Fuzzy Token Match,2026-08-16T15:06:54.015087Z
Scale AI PBC Labs #702,Scale AI,0.88,Fuzzy Token Match,2026-08-16T15:06:54.015103Z
Perplexity AI Labs #703,Perplexity AI,0.88,Fuzzy Token Match,2026-08-16T15:06:54.015118Z
GLEAN AI Labs #704,Glean,0.88,Fuzzy Token Match,2026-08-16T15:06:54.015132Z
Adept AI Labs #705,Adept AI,0.88,Fuzzy Token Match,2026-08-16T15:06:54.015146Z
Character.ai Labs #706,Character.ai Labs #706,0.75,Normalized Capitalization,2026-08-16T15:06:54.015170Z
"Together AI, Inc. Labs #707",Together AI,0.88,Fuzzy Token Match,2026-08-16T15:06:54.015187Z
Anyscale Labs #708,Scale AI,0.88,Fuzzy Token Match,2026-08-16T15:06:54.015202Z
Inflection AI Labs #709,Inflection AI,0.88,Fuzzy Token Match,2026-08-16T15:06:54.015218Z
Pinecone Labs #710,Pinecone,0.88,Fuzzy Token Match,2026-08-16T15:06:54.015233Z
Weaviate Labs #711,Weaviate,0.88,Fuzzy Token Match,2026-08-16T15:06:54.015247Z
Qdrant Labs #712,Qdrant,0.88,Fuzzy Token Match,2026-08-16T15:06:54.015264Z
Chroma Labs #713,Chroma,0.88,Fuzzy Token Match,2026-08-16T15:06:54.015278Z
"LangChain, Inc. Labs #714",LangChain,0.88,Fuzzy Token Match,2026-08-16T15:06:54.015295Z
LLAMAINDEX AI Labs #715,LlamaIndex,0.88,Fuzzy Token Match,2026-08-16T15:06:54.015312Z
Weights & Biases Labs #716,Weights & Biases Labs #716,0.75,Normalized Capitalization,2026-08-16T15:06:54.015336Z
Replicate Labs #717,Replicate,0.88,Fuzzy Token Match,2026-08-16T15:06:54.015352Z
EleutherAI Labs #718,EleutherAI,0.88,Fuzzy Token Match,2026-08-16T15:06:54.015370Z
Groq Labs #719,Groq,0.88,Fuzzy Token Match,2026-08-16T15:06:54.015388Z
SambaNova Labs #720,SambaNova,0.88,Fuzzy Token Match,2026-08-16T15:06:54.015407Z
"Cerebras Systems, Inc. Labs #721",Cerebras Systems,0.88,Fuzzy Token Match,2026-08-16T15:06:54.015427Z
Etched Labs #722,Etched,0.88,Fuzzy Token Match,2026-08-16T15:06:54.015445Z
Cognition AI Labs #723,Cognition AI,0.88,Fuzzy Token Match,2026-08-16T15:06:54.015471Z
Harvey AI Labs #724,Harvey AI,0.88,Fuzzy Token Match,2026-08-16T15:06:54.015491Z
Synthesia Labs #725,Synthesia,0.88,Fuzzy Token Match,2026-08-16T15:06:54.015507Z
ELEVENLABS AI Labs #726,ElevenLabs,0.88,Fuzzy Token Match,2026-08-16T15:06:54.015527Z
OpenAI Labs #727,OpenAI,0.88,Fuzzy Token Match,2026-08-16T15:06:54.015540Z
"Anthropic, Inc. Labs #728",Anthropic,0.88,Fuzzy Token Match,2026-08-16T15:06:54.015557Z
Cohere Labs #729,Cohere,0.88,Fuzzy Token Match,2026-08-16T15:06:54.015569Z
Mistral AI Labs #730,Mistral AI,0.88,Fuzzy Token Match,2026-08-16T15:06:54.015583Z
Stability AI Labs #731,Stability AI,0.88,Fuzzy Token Match,2026-08-16T15:06:54.015597Z
Hugging Face Labs #732,Hugging Face,0.88,Fuzzy Token Match,2026-08-16T15:06:54.015613Z
Midjourney Labs #733,Midjourney,0.88,Fuzzy Token Match,2026-08-16T15:06:54.015628Z
Runway Labs #734,Runway,0.88,Fuzzy Token Match,2026-08-16T15:06:54.015641Z
"Scale AI, Inc. Labs #735",Scale AI,0.88,Fuzzy Token Match,2026-08-16T15:06:54.015656Z
Perplexity AI Labs #736,Perplexity AI,0.88,Fuzzy Token Match,2026-08-16T15:06:54.015670Z
GLEAN AI Labs #737,Glean,0.88,Fuzzy Token Match,2026-08-16T15:06:54.015684Z
Adept AI Labs #738,Adept AI,0.88,Fuzzy Token Match,2026-08-16T15:06:54.015699Z
Character.ai Labs #739,Character.ai Labs #739,0.75,Normalized Capitalization,2026-08-16T15:06:54.015720Z
Together AI Labs #740,Together AI,0.88,Fuzzy Token Match,2026-08-16T15:06:54.015738Z
Anyscale PBC Labs #741,Scale AI,0.88,Fuzzy Token Match,2026-08-16T15:06:54.015753Z
"Inflection AI, Inc. Labs #742",Inflection AI,0.88,Fuzzy Token Match,2026-08-16T15:06:54.015774Z
Pinecone Labs #743,Pinecone,0.88,Fuzzy Token Match,2026-08-16T15:06:54.015789Z
Weaviate Labs #744,Weaviate,0.88,Fuzzy Token Match,2026-08-16T15:06:54.015807Z
Qdrant Labs #745,Qdrant,0.88,Fuzzy Token Match,2026-08-16T15:06:54.015823Z
Chroma Labs #746,Chroma,0.88,Fuzzy Token Match,2026-08-16T15:06:54.015840Z
LangChain Labs #747,LangChain,0.88,Fuzzy Token Match,2026-08-16T15:06:54.015857Z
LLAMAINDEX AI Labs #748,LlamaIndex,0.88,Fuzzy Token Match,2026-08-16T15:06:54.015877Z
"Weights & Biases, Inc. Labs #749","Weights & Biases, Inc. Labs #749",0.75,Normalized Capitalization,2026-08-16T15:06:54.015903Z
Replicate Labs #750,Replicate,0.88,Fuzzy Token Match,2026-08-16T15:06:54.015920Z
EleutherAI Labs #751,EleutherAI,0.88,Fuzzy Token Match,2026-08-16T15:06:54.015936Z
Groq Labs #752,Groq,0.88,Fuzzy Token Match,2026-08-16T15:06:54.015953Z
SambaNova Labs #753,SambaNova,0.88,Fuzzy Token Match,2026-08-16T15:06:54.015969Z
Cerebras Systems PBC Labs #754,Cerebras Systems,0.88,Fuzzy Token Match,2026-08-16T15:06:54.015988Z
Etched Labs #755,Etched,0.88,Fuzzy Token Match,2026-08-16T15:06:54.016007Z
"Cognition AI, Inc. Labs #756",Cognition AI,0.88,Fuzzy Token Match,2026-08-16T15:06:54.016030Z
Harvey AI Labs #757,Harvey AI,0.88,Fuzzy Token Match,2026-08-16T15:06:54.016047Z
Synthesia Labs #758,Synthesia,0.88,Fuzzy Token Match,2026-08-16T15:06:54.016064Z
ELEVENLABS AI Labs #759,ElevenLabs,0.88,Fuzzy Token Match,2026-08-16T15:06:54.016082Z
OpenAI Labs #760,OpenAI,0.88,Fuzzy Token Match,2026-08-16T15:06:54.016095Z
Anthropic Labs #761,Anthropic,0.88,Fuzzy Token Match,2026-08-16T15:06:54.016107Z
Cohere Labs #762,Cohere,0.88,Fuzzy Token Match,2026-08-16T15:06:54.016146Z
"Mistral AI, Inc. Labs #763",Mistral AI,0.88,Fuzzy Token Match,2026-08-16T15:06:54.016160Z
Stability AI Labs #764,Stability AI,0.88,Fuzzy Token Match,2026-08-16T15:06:54.016176Z
Hugging Face Labs #765,Hugging Face,0.88,Fuzzy Token Match,2026-08-16T15:06:54.016190Z
Midjourney Labs #766,Midjourney,0.88,Fuzzy Token Match,2026-08-16T15:06:54.016204Z
Runway PBC Labs #767,Runway,0.88,Fuzzy Token Match,2026-08-16T15:06:54.016221Z
Scale AI Labs #768,Scale AI,0.88,Fuzzy Token Match,2026-08-16T15:06:54.016236Z
Perplexity AI Labs #769,Perplexity AI,0.88,Fuzzy Token Match,2026-08-16T15:06:54.016250Z
"Glean, Inc. Labs #770",Glean,0.88,Fuzzy Token Match,2026-08-16T15:06:54.016265Z
Adept AI Labs #771,Adept AI,0.88,Fuzzy Token Match,2026-08-16T15:06:54.016280Z
Character.ai Labs #772,Character.ai Labs #772,0.75,Normalized Capitalization,2026-08-16T15:06:54.016303Z
Together AI Labs #773,Together AI,0.88,Fuzzy Token Match,2026-08-16T15:06:54.016319Z
Anyscale Labs #774,Scale AI,0.88,Fuzzy Token Match,2026-08-16T15:06:54.016333Z
Inflection AI Labs #775,Inflection AI,0.88,Fuzzy Token Match,2026-08-16T15:06:54.016349Z
Pinecone Labs #776,Pinecone,0.88,Fuzzy Token Match,2026-08-16T15:06:54.016364Z
"Weaviate, Inc. Labs #777",Weaviate,0.88,Fuzzy Token Match,2026-08-16T15:06:54.016380Z
Qdrant Labs #778,Qdrant,0.88,Fuzzy Token Match,2026-08-16T15:06:54.016396Z
Chroma Labs #779,Chroma,0.88,Fuzzy Token Match,2026-08-16T15:06:54.016415Z
LangChain PBC Labs #780,LangChain,0.88,Fuzzy Token Match,2026-08-16T15:06:54.016432Z
LLAMAINDEX AI Labs #781,LlamaIndex,0.88,Fuzzy Token Match,2026-08-16T15:06:54.016449Z
Weights & Biases Labs #782,Weights & Biases Labs #782,0.75,Normalized Capitalization,2026-08-16T15:06:54.016479Z
Replicate Labs #783,Replicate,0.88,Fuzzy Token Match,2026-08-16T15:06:54.016499Z
"EleutherAI, Inc. Labs #784",EleutherAI,0.88,Fuzzy Token Match,2026-08-16T15:06:54.016517Z
Groq Labs #785,Groq,0.88,Fuzzy Token Match,2026-08-16T15:06:54.016534Z
SambaNova Labs #786,SambaNova,0.88,Fuzzy Token Match,2026-08-16T15:06:54.016550Z
Cerebras Systems Labs #787,Cerebras Systems,0.88,Fuzzy Token Match,2026-08-16T15:06:54.016569Z
Etched Labs #788,Etched,0.88,Fuzzy Token Match,2026-08-16T15:06:54.016590Z
Cognition AI Labs #789,Cognition AI,0.88,Fuzzy Token Match,2026-08-16T15:06:54.016607Z
Harvey AI Labs #790,Harvey AI,0.88,Fuzzy Token Match,2026-08-16T15:06:54.016624Z
"Synthesia, Inc. Labs #791",Synthesia,0.88,Fuzzy Token Match,2026-08-16T15:06:54.016644Z
ELEVENLABS AI Labs #792,ElevenLabs,0.88,Fuzzy Token Match,2026-08-16T15:06:54.016665Z
OpenAI PBC Labs #793,OpenAI,0.88,Fuzzy Token Match,2026-08-16T15:06:54.016678Z
Anthropic Labs #794,Anthropic,0.88,Fuzzy Token Match,2026-08-16T15:06:54.016691Z
Cohere Labs #795,Cohere,0.88,Fuzzy Token Match,2026-08-16T15:06:54.016704Z
Mistral AI Labs #796,Mistral AI,0.88,Fuzzy Token Match,2026-08-16T15:06:54.016721Z
Stability AI Labs #797,Stability AI,0.88,Fuzzy Token Match,2026-08-16T15:06:54.016734Z
"Hugging Face, Inc. Labs #798",Hugging Face,0.88,Fuzzy Token Match,2026-08-16T15:06:54.016750Z
Midjourney Labs #799,Midjourney,0.88,Fuzzy Token Match,2026-08-16T15:06:54.016763Z
Runway Labs #800,Runway,0.88,Fuzzy Token Match,2026-08-16T15:06:54.016776Z
Scale AI Labs #801,Scale AI,0.88,Fuzzy Token Match,2026-08-16T15:06:54.016790Z
Perplexity AI Labs #802,Perplexity AI,0.88,Fuzzy Token Match,2026-08-16T15:06:54.016814Z
GLEAN AI Labs #803,Glean,0.88,Fuzzy Token Match,2026-08-16T15:06:54.016830Z
Adept AI Labs #804,Adept AI,0.88,Fuzzy Token Match,2026-08-16T15:06:54.016847Z
"Character.ai, Inc. Labs #805","Character.ai, Inc. Labs #805",0.75,Normalized Capitalization,2026-08-16T15:06:54.016871Z
Together AI PBC Labs #806,Together AI,0.88,Fuzzy Token Match,2026-08-16T15:06:54.016888Z
Anyscale Labs #807,Scale AI,0.88,Fuzzy Token Match,2026-08-16T15:06:54.016901Z
Inflection AI Labs #808,Inflection AI,0.88,Fuzzy Token Match,2026-08-16T15:06:54.016917Z
Pinecone Labs #809,Pinecone,0.88,Fuzzy Token Match,2026-08-16T15:06:54.016932Z
Weaviate Labs #810,Weaviate,0.88,Fuzzy Token Match,2026-08-16T15:06:54.016946Z
Qdrant Labs #811,Qdrant,0.88,Fuzzy Token Match,2026-08-16T15:06:54.016961Z
"Chroma, Inc. Labs #812",Chroma,0.88,Fuzzy Token Match,2026-08-16T15:06:54.016979Z
LangChain Labs #813,LangChain,0.88,Fuzzy Token Match,2026-08-16T15:06:54.016997Z
